Datetime,Close,SMA_20,SMA_50,positions
2024-09-04 00:00:00-04:00,219.82691955566406,,,0.0
2024-09-05 00:00:00-04:00,221.34983825683594,,,0.0
2024-09-06 00:00:00-04:00,219.7970733642578,,,0.0
2024-09-09 00:00:00-04:00,219.8866424560547,,,0.0
2024-09-10 00:00:00-04:00,219.09034729003906,,,0.0
2024-09-11 00:00:00-04:00,221.62852478027344,,,0.0
2024-09-12 00:00:00-04:00,221.73805236816406,,,0.0
2024-09-13 00:00:00-04:00,221.4692840576172,,,0.0
2024-09-16 00:00:00-04:00,215.3179168701172,,,0.0
2024-09-17 00:00:00-04:00,215.7857208251953,,,0.0
2024-09-18 00:00:00-04:00,219.66766357421875,,,0.0
2024-09-19 00:00:00-04:00,227.8097686767578,,,0.0
2024-09-20 00:00:00-04:00,227.1428680419922,,,0.0
2024-09-23 00:00:00-04:00,225.42088317871094,,,0.0
2024-09-24 00:00:00-04:00,226.3167266845703,,,0.0
2024-09-25 00:00:00-04:00,225.3213348388672,,,0.0
2024-09-26 00:00:00-04:00,226.46603393554688,,,0.0
2024-09-27 00:00:00-04:00,226.73475646972656,,,0.0
2024-09-30 00:00:00-04:00,231.920654296875,,,0.0
2024-10-01 00:00:00-04:00,225.16209411621094,222.89265518188478,,0.0
2024-10-02 00:00:00-04:00,225.7294464111328,223.1877815246582,,0.0
2024-10-03 00:00:00-04:00,224.6245880126953,223.35151901245118,,0.0
2024-10-04 00:00:00-04:00,225.74935913085938,223.64913330078124,,0.0
2024-10-07 00:00:00-04:00,220.66302490234375,223.6879524230957,,0.0
2024-10-08 00:00:00-04:00,224.72413635253906,223.9696418762207,,0.0
2024-10-09 00:00:00-04:00,228.47665405273438,224.31204833984376,,0.0
2024-10-10 00:00:00-04:00,227.97897338867188,224.62409439086915,,0.0
2024-10-11 00:00:00-04:00,226.4958953857422,224.87542495727538,,0.0
2024-10-14 00:00:00-04:00,230.228515625,225.62095489501954,,0.0
2024-10-15 00:00:00-04:00,232.76670837402344,226.47000427246093,,0.0
2024-10-16 00:00:00-04:00,230.70626831054688,227.02193450927734,,0.0
2024-10-17 00:00:00-04:00,231.07456970214844,227.18517456054687,,0.0
2024-10-18 00:00:00-04:00,233.91136169433594,227.52359924316406,,0.0
2024-10-21 00:00:00-04:00,235.38450622558594,228.02178039550782,,0.0
2024-10-22 00:00:00-04:00,234.76739501953125,228.44431381225587,,0.0
2024-10-23 00:00:00-04:00,229.6909942626953,228.66279678344728,,0.0
2024-10-24 00:00:00-04:00,229.50189208984375,228.8145896911621,,0.0
2024-10-25 00:00:00-04:00,230.3380126953125,228.9947525024414,,0.0
2024-10-28 00:00:00-04:00,232.3187713623047,229.0146583557129,,0.0
2024-10-29 00:00:00-04:00,232.5875244140625,229.38592987060548,,0.0
2024-10-30 00:00:00-04:00,229.03407287597656,229.55116119384766,,0.0
2024-10-31 00:00:00-04:00,224.8634796142578,229.56310577392577,,0.0
2024-11-01 00:00:00-04:00,221.8773651123047,229.36950607299804,,0.0
2024-11-04 00:00:00-05:00,220.98153686523438,229.38543167114258,,0.0
2024-11-05 00:00:00-05:00,222.4148712158203,229.26996841430665,,0.0
2024-11-06 00:00:00-05:00,221.68824768066406,228.93054809570313,,0.0
2024-11-07 00:00:00-05:00,226.42620849609375,228.85290985107423,,0.0
2024-11-08 00:00:00-05:00,226.15716552734375,228.8359733581543,,0.0
2024-11-11 00:00:00-05:00,223.4368133544922,228.49638824462892,,0.0
2024-11-12 00:00:00-05:00,223.4368133544922,228.02989349365234,225.7177655029297,1.0
2024-11-13 00:00:00-05:00,224.3236541748047,227.71076278686525,225.8077001953125,0.0
2024-11-14 00:00:00-05:00,227.4127197265625,227.52767028808594,225.92895782470703,0.0
2024-11-15 00:00:00-05:00,224.2041015625,227.04230728149415,226.01709838867188,0.0
2024-11-18 00:00:00-05:00,227.2134246826172,226.6337532043457,226.16363403320312,0.0
2024-11-19 00:00:00-05:00,227.47247314453125,226.2690071105957,226.33127655029296,-1.0
2024-11-20 00:00:00-05:00,228.18995666503906,226.1939552307129,226.46250518798828,0.0
2024-11-21 00:00:00-05:00,227.71165466308594,226.104443359375,226.58197723388673,0.0
2024-11-22 00:00:00-05:00,229.05685424804688,226.0403854370117,226.73372863769532,0.0
2024-11-25 00:00:00-05:00,232.04624938964844,226.0267593383789,227.06829528808595,0.0
2024-11-26 00:00:00-05:00,234.228515625,226.1088088989258,227.43715118408204,0.0
2024-11-27 00:00:00-05:00,234.0989532470703,226.36205291748047,227.72577697753906,0.0
2024-11-29 00:00:00-05:00,236.49049377441406,226.9434036254883,227.89939147949218,0.0
2024-12-02 00:00:00-05:00,238.7424774169922,227.78665924072266,228.13138366699218,0.0
2024-12-03 00:00:00-05:00,241.79165649414062,228.82716522216796,228.45879913330077,1.0
2024-12-04 00:00:00-05:00,242.150390625,229.81394119262694,228.77547241210937,0.0
2024-12-05 00:00:00-05:00,242.18028259277344,230.83854293823242,229.1126513671875,0.0
2024-12-06 00:00:00-05:00,241.98098754882812,231.61628189086915,229.42295043945313,0.0
2024-12-09 00:00:00-05:00,245.8771514892578,232.60228118896484,229.80579833984376,0.0
2024-12-10 00:00:00-05:00,246.89353942871094,233.77511749267578,230.10525604248048,0.0
2024-12-11 00:00:00-05:00,245.6180877685547,234.8841812133789,230.51437591552735,0.0
2024-12-12 00:00:00-05:00,247.08287048339844,236.0221420288086,230.94144439697266,0.0
2024-12-13 00:00:00-05:00,247.25228881835938,237.01412048339844,231.39399841308594,0.0
2024-12-16 00:00:00-05:00,250.15196228027344,238.3115135192871,231.88205047607423,0.0
2024-12-17 00:00:00-05:00,252.58334350585938,239.58000946044922,232.52045684814453,0.0
2024-12-18 00:00:00-05:00,247.1725616455078,240.56501388549805,232.9694253540039,0.0
2024-12-19 00:00:00-05:00,248.90638732910156,241.60083541870117,233.37802001953125,0.0
2024-12-20 00:00:00-05:00,253.5897674560547,242.8947410583496,233.8902359008789,0.0
2024-12-23 00:00:00-05:00,254.36700439453125,244.16024856567384,234.4476580810547,0.0
2024-12-24 00:00:00-05:00,257.28668212890625,245.42227020263672,234.98882141113282,0.0
2024-12-26 00:00:00-05:00,258.1037292480469,246.61603088378905,235.4955618286133,0.0
